ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,DataQuality,Time,Millisec,Indicator,NObjects,BlobType
1,Trach,1204,217,454,-883,1185,129572.1228,Count,High,6/7/2022 11:50,296,0,1,One
2,Trach,1338,356,588,-744,1185,129572.1228,Count,High,6/7/2022 11:50,296,0,1,One
3,Trach,247,555,-503,-545,1185,129572.1228,Count,High,6/7/2022 11:50,296,0,1,One
4,Trach,646,747,-104,-353,1185,129572.1228,Count,High,6/7/2022 11:50,296,0,1,One
5,Trach,552,818,-198,-282,1185,129572.1228,Count,High,6/7/2022 11:50,296,0,1,One
1,Trach,1204,214,454,-886,1186,129681.2893,Count,High,6/7/2022 11:50,405,0,1,One
2,Trach,1339,348,589,-752,1186,129681.2893,Count,High,6/7/2022 11:50,405,0,1,One
3,Trach,247,555,-503,-545,1186,129681.2893,Count,High,6/7/2022 11:50,405,0,1,One
4,Trach,646,747,-104,-353,1186,129681.2893,Count,High,6/7/2022 11:50,405,0,1,One
5,Trach,555,814,-195,-286,1186,129681.2893,Count,High,6/7/2022 11:50,405,0,1,One
1,Trach,1197,209,447,-891,1187,129790.6836,Count,High,6/7/2022 11:50,514,0,1,One
2,Trach,1342,334,592,-766,1187,129790.6836,Count,High,6/7/2022 11:50,514,0,1,One
3,Trach,247,554,-503,-546,1187,129790.6836,Count,High,6/7/2022 11:50,514,0,1,One
4,Trach,645,746,-105,-354,1187,129790.6836,Count,High,6/7/2022 11:50,514,0,1,One
5,Trach,550,814,-200,-286,1187,129790.6836,Count,High,6/7/2022 11:50,514,0,1,One
1,Trach,1186,209,436,-891,1188,129900.1147,Count,High,6/7/2022 11:50,624,0,1,One
2,Trach,1346,326,596,-774,1188,129900.1147,Count,High,6/7/2022 11:50,624,0,1,One
3,Trach,247,553,-503,-547,1188,129900.1147,Count,High,6/7/2022 11:50,624,0,1,One
4,Trach,645,746,-105,-354,1188,129900.1147,Count,High,6/7/2022 11:50,624,0,1,One
5,Trach,546,815,-204,-285,1188,129900.1147,Count,High,6/7/2022 11:50,624,0,1,One
1,Trach,1184,211,434,-889,1189,130009.3631,Count,High,6/7/2022 11:50,733,0,1,One
2,Trach,1345,324,595,-776,1189,130009.3631,Count,High,6/7/2022 11:50,733,0,1,One
3,Trach,247,553,-503,-547,1189,130009.3631,Count,High,6/7/2022 11:50,733,0,1,One
4,Trach,646,746,-104,-354,1189,130009.3631,Count,High,6/7/2022 11:50,733,0,1,One
5,Trach,545,809,-205,-291,1189,130009.3631,Count,High,6/7/2022 11:50,733,0,1,One
1,Trach,1180,218,430,-882,1190,130118.6308,Count,High,6/7/2022 11:50,842,0,1,One
2,Trach,1341,317,591,-783,1190,130118.6308,Count,High,6/7/2022 11:50,842,0,1,One
3,Trach,247,552,-503,-548,1190,130118.6308,Count,High,6/7/2022 11:50,842,0,1,One
4,Trach,646,746,-104,-354,1190,130118.6308,Count,High,6/7/2022 11:50,842,0,1,One
5,Trach,539,810,-211,-290,1190,130118.6308,Count,High,6/7/2022 11:50,842,0,1,One
1,Trach,1178,226,428,-874,1191,130228.2328,Count,High,6/7/2022 11:50,952,0,1,One
2,Trach,1339,310,589,-790,1191,130228.2328,Count,High,6/7/2022 11:50,952,0,1,One
3,Trach,248,553,-502,-547,1191,130228.2328,Count,High,6/7/2022 11:50,952,0,1,One
4,Trach,646,746,-104,-354,1191,130228.2328,Count,High,6/7/2022 11:50,952,0,1,One
5,Trach,532,807,-218,-293,1191,130228.2328,Count,High,6/7/2022 11:50,952,0,1,One
1,Trach,1180,233,430,-867,1192,130337.5643,Count,High,6/7/2022 11:50,61,0,1,One
2,Trach,1333,301,583,-799,1192,130337.5643,Count,High,6/7/2022 11:50,61,0,1,One
3,Trach,249,553,-501,-547,1192,130337.5643,Count,High,6/7/2022 11:50,61,0,1,One
4,Trach,646,747,-104,-353,1192,130337.5643,Count,High,6/7/2022 11:50,61,0,1,One
5,Trach,524,803,-226,-297,1192,130337.5643,Count,High,6/7/2022 11:50,61,0,1,One
1,Trach,1181,244,431,-856,1193,130446.6788,Count,High,6/7/2022 11:50,170,0,1,One
2,Trach,1325,292,575,-808,1193,130446.6788,Count,High,6/7/2022 11:50,170,0,1,One
3,Trach,250,553,-500,-547,1193,130446.6788,Count,High,6/7/2022 11:50,170,0,1,One
4,Trach,645,746,-105,-354,1193,130446.6788,Count,High,6/7/2022 11:50,170,0,1,One
5,Trach,515,796,-235,-304,1193,130446.6788,Count,High,6/7/2022 11:50,170,0,1,One
1,Trach,1180,255,430,-845,1194,130556.2233,Count,High,6/7/2022 11:50,280,0,1,One
2,Trach,1318,287,568,-813,1194,130556.2233,Count,High,6/7/2022 11:50,280,0,1,One
3,Trach,250,553,-500,-547,1194,130556.2233,Count,High,6/7/2022 11:50,280,0,1,One
4,Trach,646,746,-104,-354,1194,130556.2233,Count,High,6/7/2022 11:50,280,0,1,One
5,Trach,502,792,-248,-308,1194,130556.2233,Count,High,6/7/2022 11:50,280,0,1,One
1,Trach,1178,273,428,-827,1195,130665.6493,Count,High,6/7/2022 11:50,389,0,1,One
2,Trach,1303,280,553,-820,1195,130665.6493,Count,High,6/7/2022 11:50,389,0,1,One
3,Trach,251,552,-499,-548,1195,130665.6493,Count,High,6/7/2022 11:50,389,0,1,One
4,Trach,646,746,-104,-354,1195,130665.6493,Count,High,6/7/2022 11:50,389,0,1,One
5,Trach,488,787,-262,-313,1195,130665.6493,Count,High,6/7/2022 11:50,389,0,1,One
1,Trach,1291,274,541,-826,1196,130774.9688,Count,High,6/7/2022 11:50,499,0,1,One
2,Trach,1174,285,424,-815,1196,130774.9688,Count,High,6/7/2022 11:50,499,0,1,One
3,Trach,252,552,-498,-548,1196,130774.9688,Count,High,6/7/2022 11:50,499,0,1,One
4,Trach,646,746,-104,-354,1196,130774.9688,Count,High,6/7/2022 11:50,499,0,1,One
5,Trach,471,785,-279,-315,1196,130774.9688,Count,High,6/7/2022 11:50,499,0,1,One
1,Trach,1274,264,524,-836,1197,130884.0762,Count,High,6/7/2022 11:50,608,0,1,One
2,Trach,1167,303,417,-797,1197,130884.0762,Count,High,6/7/2022 11:50,608,0,1,One
3,Trach,252,552,-498,-548,1197,130884.0762,Count,High,6/7/2022 11:50,608,0,1,One
4,Trach,646,747,-104,-353,1197,130884.0762,Count,High,6/7/2022 11:50,608,0,1,One
5,Trach,456,783,-294,-317,1197,130884.0762,Count,High,6/7/2022 11:50,608,0,1,One
1,Trach,1267,261,517,-839,1198,130993.6387,Count,High,6/7/2022 11:50,717,0,1,One
2,Trach,1158,316,408,-784,1198,130993.6387,Count,High,6/7/2022 11:50,717,0,1,One
3,Trach,252,552,-498,-548,1198,130993.6387,Count,High,6/7/2022 11:50,717,0,1,One
4,Trach,647,747,-103,-353,1198,130993.6387,Count,High,6/7/2022 11:50,717,0,1,One
5,Trach,440,783,-310,-317,1198,130993.6387,Count,High,6/7/2022 11:50,717,0,1,One
1,Trach,1256,253,506,-847,1199,131103.0361,Count,High,6/7/2022 11:50,827,0,1,One
2,Trach,1149,335,399,-765,1199,131103.0361,Count,High,6/7/2022 11:50,827,0,1,One
3,Trach,252,552,-498,-548,1199,131103.0361,Count,High,6/7/2022 11:50,827,0,1,One
4,Trach,647,746,-103,-354,1199,131103.0361,Count,High,6/7/2022 11:50,827,0,1,One
5,Trach,421,784,-329,-316,1199,131103.0361,Count,High,6/7/2022 11:50,827,0,1,One
1,Trach,1245,248,495,-852,1200,131212.3705,Count,High,6/7/2022 11:50,936,0,1,One
2,Trach,1136,360,386,-740,1200,131212.3705,Count,High,6/7/2022 11:50,936,0,1,One
3,Trach,252,552,-498,-548,1200,131212.3705,Count,High,6/7/2022 11:50,936,0,1,One
4,Trach,647,746,-103,-354,1200,131212.3705,Count,High,6/7/2022 11:50,936,0,1,One
5,Trach,409,786,-341,-314,1200,131212.3705,Count,High,6/7/2022 11:50,936,0,1,One
1,Trach,1230,247,480,-853,1201,131321.6614,Count,High,6/7/2022 11:50,45,0,1,One
2,Trach,1125,384,375,-716,1201,131321.6614,Count,High,6/7/2022 11:50,45,0,1,One
3,Trach,252,552,-498,-548,1201,131321.6614,Count,High,6/7/2022 11:50,45,0,1,One
4,Trach,647,746,-103,-354,1201,131321.6614,Count,High,6/7/2022 11:50,45,0,1,One
5,Trach,392,789,-358,-311,1201,131321.6614,Count,High,6/7/2022 11:50,45,0,1,One
1,Trach,1214,255,464,-845,1202,131431.0494,Count,High,6/7/2022 11:50,155,0,1,One
2,Trach,1113,402,363,-698,1202,131431.0494,Count,High,6/7/2022 11:50,155,0,1,One
3,Trach,252,551,-498,-549,1202,131431.0494,Count,High,6/7/2022 11:50,155,0,1,One
4,Trach,647,746,-103,-354,1202,131431.0494,Count,High,6/7/2022 11:50,155,0,1,One
5,Trach,377,793,-373,-307,1202,131431.0494,Count,High,6/7/2022 11:50,155,0,1,One
1,Trach,1206,258,456,-842,1203,131540.4093,Count,High,6/7/2022 11:50,264,0,1,One
2,Trach,1101,427,351,-673,1203,131540.4093,Count,High,6/7/2022 11:50,264,0,1,One
3,Trach,252,551,-498,-549,1203,131540.4093,Count,High,6/7/2022 11:50,264,0,1,One
4,Trach,647,747,-103,-353,1203,131540.4093,Count,High,6/7/2022 11:50,264,0,1,One
5,Trach,364,801,-386,-299,1203,131540.4093,Count,High,6/7/2022 11:50,264,0,1,One
1,Trach,1192,261,442,-839,1204,131649.7774,Count,High,6/7/2022 11:50,373,0,1,One
2,Trach,1081,457,331,-643,1204,131649.7774,Count,High,6/7/2022 11:50,373,0,1,One
3,Trach,252,551,-498,-549,1204,131649.7774,Count,High,6/7/2022 11:50,373,0,1,One
4,Trach,647,747,-103,-353,1204,131649.7774,Count,High,6/7/2022 11:50,373,0,1,One
5,Trach,349,809,-401,-291,1204,131649.7774,Count,High,6/7/2022 11:50,373,0,1,One
1,Trach,1175,267,425,-833,1205,131759.0872,Count,High,6/7/2022 11:50,487,0,1,One
2,Trach,1065,478,315,-622,1205,131759.0872,Count,High,6/7/2022 11:50,487,0,1,One
3,Trach,252,551,-498,-549,1205,131759.0872,Count,High,6/7/2022 11:50,487,0,1,One
4,Trach,647,747,-103,-353,1205,131759.0872,Count,High,6/7/2022 11:50,487,0,1,One
5,Trach,340,812,-410,-288,1205,131759.0872,Count,High,6/7/2022 11:50,487,0,1,One
1,Trach,1157,272,407,-828,1206,131868.57,Count,High,6/7/2022 11:50,592,0,1,One
2,Trach,1046,502,296,-598,1206,131868.57,Count,High,6/7/2022 11:50,592,0,1,One
3,Trach,252,550,-498,-550,1206,131868.57,Count,High,6/7/2022 11:50,592,0,1,One
4,Trach,647,747,-103,-353,1206,131868.57,Count,High,6/7/2022 11:50,592,0,1,One
5,Trach,336,809,-414,-291,1206,131868.57,Count,High,6/7/2022 11:50,592,0,1,One
1,Trach,1136,276,386,-824,1207,131977.864,Count,High,6/7/2022 11:50,702,0,1,One
2,Trach,1030,527,280,-573,1207,131977.864,Count,High,6/7/2022 11:50,702,0,1,One
3,Trach,252,550,-498,-550,1207,131977.864,Count,High,6/7/2022 11:50,702,0,1,One
4,Trach,647,747,-103,-353,1207,131977.864,Count,High,6/7/2022 11:50,702,0,1,One
5,Trach,322,807,-428,-293,1207,131977.864,Count,High,6/7/2022 11:50,702,0,1,One
1,Trach,1114,274,364,-826,1208,132087.4833,Count,High,6/7/2022 11:50,811,0,1,One
2,Trach,1020,548,270,-552,1208,132087.4833,Count,High,6/7/2022 11:50,811,0,1,One
3,Trach,252,551,-498,-549,1208,132087.4833,Count,High,6/7/2022 11:50,811,0,1,One
4,Trach,647,747,-103,-353,1208,132087.4833,Count,High,6/7/2022 11:50,811,0,1,One
5,Trach,312,810,-438,-290,1208,132087.4833,Count,High,6/7/2022 11:50,811,0,1,One
1,Trach,1098,270,348,-830,1209,132196.806,Count,High,6/7/2022 11:50,920,0,1,One
2,Trach,252,550,-498,-550,1209,132196.806,Count,High,6/7/2022 11:50,920,0,1,One
3,Trach,1009,579,259,-521,1209,132196.806,Count,High,6/7/2022 11:50,920,0,1,One
4,Trach,647,747,-103,-353,1209,132196.806,Count,High,6/7/2022 11:50,920,0,1,One
5,Trach,308,812,-442,-288,1209,132196.806,Count,High,6/7/2022 11:50,920,0,1,One
1,Trach,1078,264,328,-836,1210,132305.9121,Count,High,6/7/2022 11:50,30,0,1,One
2,Trach,252,550,-498,-550,1210,132305.9121,Count,High,6/7/2022 11:50,30,0,1,One
3,Trach,1002,608,252,-492,1210,132305.9121,Count,High,6/7/2022 11:50,30,0,1,One
4,Trach,647,747,-103,-353,1210,132305.9121,Count,High,6/7/2022 11:50,30,0,1,One
5,Trach,304,812,-446,-288,1210,132305.9121,Count,High,6/7/2022 11:50,30,0,1,One
1,Trach,1061,258,311,-842,1211,132415.4592,Count,High,6/7/2022 11:50,139,0,1,One
2,Trach,252,550,-498,-550,1211,132415.4592,Count,High,6/7/2022 11:50,139,0,1,One
3,Trach,993,632,243,-468,1211,132415.4592,Count,High,6/7/2022 11:50,139,0,1,One
4,Trach,647,747,-103,-353,1211,132415.4592,Count,High,6/7/2022 11:50,139,0,1,One
5,Trach,298,808,-452,-292,1211,132415.4592,Count,High,6/7/2022 11:50,139,0,1,One
1,Trach,1043,252,293,-848,1212,132524.8328,Count,High,6/7/2022 11:50,248,0,1,One
2,Trach,253,550,-497,-550,1212,132524.8328,Count,High,6/7/2022 11:50,248,0,1,One
3,Trach,983,666,233,-434,1212,132524.8328,Count,High,6/7/2022 11:50,248,0,1,One
4,Trach,647,747,-103,-353,1212,132524.8328,Count,High,6/7/2022 11:50,248,0,1,One
5,Trach,287,803,-463,-297,1212,132524.8328,Count,High,6/7/2022 11:50,248,0,1,One
1,Trach,1023,250,273,-850,1213,132634.2102,Count,High,6/7/2022 11:50,358,0,1,One
2,Trach,253,550,-497,-550,1213,132634.2102,Count,High,6/7/2022 11:50,358,0,1,One
3,Trach,974,700,224,-400,1213,132634.2102,Count,High,6/7/2022 11:50,358,0,1,One
4,Trach,647,747,-103,-353,1213,132634.2102,Count,High,6/7/2022 11:50,358,0,1,One
5,Trach,273,796,-477,-304,1213,132634.2102,Count,High,6/7/2022 11:50,358,0,1,One
1,Trach,998,254,248,-846,1214,132743.3091,Count,High,6/7/2022 11:50,467,0,1,One
2,Trach,252,550,-498,-550,1214,132743.3091,Count,High,6/7/2022 11:50,467,0,1,One
3,Trach,955,725,205,-375,1214,132743.3091,Count,High,6/7/2022 11:50,467,0,1,One
4,Trach,647,747,-103,-353,1214,132743.3091,Count,High,6/7/2022 11:50,467,0,1,One
5,Trach,262,793,-488,-307,1214,132743.3091,Count,High,6/7/2022 11:50,467,0,1,One
1,Trach,977,256,227,-844,1215,132852.8818,Count,High,6/7/2022 11:50,577,0,1,One
2,Trach,252,550,-498,-550,1215,132852.8818,Count,High,6/7/2022 11:50,577,0,1,One
3,Trach,933,745,183,-355,1215,132852.8818,Count,High,6/7/2022 11:50,577,0,1,One
4,Trach,647,747,-103,-353,1215,132852.8818,Count,High,6/7/2022 11:50,577,0,1,One
5,Trach,251,790,-499,-310,1215,132852.8818,Count,High,6/7/2022 11:50,577,0,1,One
1,Trach,953,260,203,-840,1216,132962.28,Count,High,6/7/2022 11:50,686,0,1,One
2,Trach,253,550,-497,-550,1216,132962.28,Count,High,6/7/2022 11:50,686,0,1,One
3,Trach,647,747,-103,-353,1216,132962.28,Count,High,6/7/2022 11:50,686,0,1,One
4,Trach,916,763,166,-337,1216,132962.28,Count,High,6/7/2022 11:50,686,0,1,One
5,Trach,238,789,-512,-311,1216,132962.28,Count,High,6/7/2022 11:50,686,0,1,One
1,Trach,926,263,176,-837,1217,133071.6066,Count,High,6/7/2022 11:50,795,0,1,One
2,Trach,253,550,-497,-550,1217,133071.6066,Count,High,6/7/2022 11:50,795,0,1,One
3,Trach,647,747,-103,-353,1217,133071.6066,Count,High,6/7/2022 11:50,795,0,1,One
4,Trach,900,781,150,-319,1217,133071.6066,Count,High,6/7/2022 11:50,795,0,1,One
5,Trach,230,793,-520,-307,1217,133071.6066,Count,High,6/7/2022 11:50,795,0,1,One
1,Trach,905,269,155,-831,1218,133180.905,Count,High,6/7/2022 11:50,905,0,1,One
2,Trach,252,550,-498,-550,1218,133180.905,Count,High,6/7/2022 11:50,905,0,1,One
3,Trach,647,747,-103,-353,1218,133180.905,Count,High,6/7/2022 11:50,905,0,1,One
4,Trach,874,793,124,-307,1218,133180.905,Count,High,6/7/2022 11:50,905,0,1,One
5,Trach,220,797,-530,-303,1218,133180.905,Count,High,6/7/2022 11:50,905,0,1,One
1,Trach,884,273,134,-827,1219,133292.8298,Count,High,6/7/2022 11:51,16,0,1,One
2,Trach,252,550,-498,-550,1219,133292.8298,Count,High,6/7/2022 11:51,16,0,1,One
3,Trach,646,747,-104,-353,1219,133292.8298,Count,High,6/7/2022 11:51,16,0,1,One
4,Trach,856,799,106,-301,1219,133292.8298,Count,High,6/7/2022 11:51,16,0,1,One
5,Trach,209,804,-541,-296,1219,133292.8298,Count,High,6/7/2022 11:51,16,0,1,One
1,Trach,862,279,112,-821,1220,133402.1459,Count,High,6/7/2022 11:51,126,0,1,One
2,Trach,252,550,-498,-550,1220,133402.1459,Count,High,6/7/2022 11:51,126,0,1,One
3,Trach,646,747,-104,-353,1220,133402.1459,Count,High,6/7/2022 11:51,126,0,1,One
4,Trach,859,803,109,-297,1220,133402.1459,Count,High,6/7/2022 11:51,126,0,1,One
5,Trach,211,808,-539,-292,1220,133402.1459,Count,High,6/7/2022 11:51,126,0,1,One
1,Trach,841,288,91,-812,1221,133511.3563,Count,High,6/7/2022 11:51,235,0,1,One
2,Trach,252,550,-498,-550,1221,133511.3563,Count,High,6/7/2022 11:51,235,0,1,One
3,Trach,646,747,-104,-353,1221,133511.3563,Count,High,6/7/2022 11:51,235,0,1,One
4,Trach,213,805,-537,-295,1221,133511.3563,Count,High,6/7/2022 11:51,235,0,1,One
5,Trach,854,813,104,-287,1221,133511.3563,Count,High,6/7/2022 11:51,235,0,1,One
1,Trach,828,301,78,-799,1222,133620.6199,Count,High,6/7/2022 11:51,344,0,1,One
2,Trach,252,550,-498,-550,1222,133620.6199,Count,High,6/7/2022 11:51,344,0,1,One
3,Trach,646,747,-104,-353,1222,133620.6199,Count,High,6/7/2022 11:51,344,0,1,One
4,Trach,211,802,-539,-298,1222,133620.6199,Count,High,6/7/2022 11:51,344,0,1,One
5,Trach,839,814,89,-286,1222,133620.6199,Count,High,6/7/2022 11:51,344,0,1,One
1,Trach,822,316,72,-784,1223,133730.222,Count,High,6/7/2022 11:51,454,0,1,One
2,Trach,252,549,-498,-551,1223,133730.222,Count,High,6/7/2022 11:51,454,0,1,One
3,Trach,647,747,-103,-353,1223,133730.222,Count,High,6/7/2022 11:51,454,0,1,One
4,Trach,208,805,-542,-295,1223,133730.222,Count,High,6/7/2022 11:51,454,0,1,One
5,Trach,829,811,79,-289,1223,133730.222,Count,High,6/7/2022 11:51,454,0,1,One
1,Trach,809,336,59,-764,1224,133839.5215,Count,High,6/7/2022 11:51,563,0,1,One
2,Trach,252,550,-498,-550,1224,133839.5215,Count,High,6/7/2022 11:51,563,0,1,One
3,Trach,647,747,-103,-353,1224,133839.5215,Count,High,6/7/2022 11:51,563,0,1,One
4,Trach,206,804,-544,-296,1224,133839.5215,Count,High,6/7/2022 11:51,563,0,1,One
5,Trach,827,809,77,-291,1224,133839.5215,Count,High,6/7/2022 11:51,563,0,1,One
1,Trach,793,358,43,-742,1225,133948.6679,Count,High,6/7/2022 11:51,672,0,1,One
2,Trach,252,550,-498,-550,1225,133948.6679,Count,High,6/7/2022 11:51,672,0,1,One
3,Trach,646,747,-104,-353,1225,133948.6679,Count,High,6/7/2022 11:51,672,0,1,One
4,Trach,813,799,63,-301,1225,133948.6679,Count,High,6/7/2022 11:51,672,0,1,One
5,Trach,202,803,-548,-297,1225,133948.6679,Count,High,6/7/2022 11:51,672,0,1,One
1,Trach,777,376,27,-724,1226,134058.017,Count,High,6/7/2022 11:51,782,0,1,One
2,Trach,252,551,-498,-549,1226,134058.017,Count,High,6/7/2022 11:51,782,0,1,One
3,Trach,647,748,-103,-352,1226,134058.017,Count,High,6/7/2022 11:51,782,0,1,One
4,Trach,801,794,51,-306,1226,134058.017,Count,High,6/7/2022 11:51,782,0,1,One
5,Trach,195,801,-555,-299,1226,134058.017,Count,High,6/7/2022 11:51,782,0,1,One
1,Trach,762,395,12,-705,1227,134167.6343,Count,High,6/7/2022 11:51,891,0,1,One
2,Trach,252,551,-498,-549,1227,134167.6343,Count,High,6/7/2022 11:51,891,0,1,One
3,Trach,646,747,-104,-353,1227,134167.6343,Count,High,6/7/2022 11:51,891,0,1,One
4,Trach,788,790,38,-310,1227,134167.6343,Count,High,6/7/2022 11:51,891,0,1,One
5,Trach,185,795,-565,-305,1227,134167.6343,Count,High,6/7/2022 11:51,891,0,1,One
2,Trach,252,550,-498,-550,1228,134276.9552,Count,High,6/7/2022 11:51,1,0,1,One
3,Trach,646,747,-104,-353,1228,134276.9552,Count,High,6/7/2022 11:51,1,0,1,One
4,Trach,175,787,-575,-313,1228,134276.9552,Count,High,6/7/2022 11:51,1,0,1,One
5,Trach,772,787,22,-313,1228,134276.9552,Count,High,6/7/2022 11:51,1,0,1,One
1,Trach,252,551,-498,-549,1229,134386.0662,Count,High,6/7/2022 11:51,110,0,1,One
2,Trach,647,747,-103,-353,1229,134386.0662,Count,High,6/7/2022 11:51,110,0,1,One
3,Trach,164,780,-586,-320,1229,134386.0662,Count,High,6/7/2022 11:51,110,0,1,One
4,Trach,762,785,12,-315,1229,134386.0662,Count,High,6/7/2022 11:51,110,0,1,One
1,Trach,701,465,-49,-635,1230,134495.6281,Count,High,6/7/2022 11:51,219,0,1,One
2,Trach,253,551,-497,-549,1230,134495.6281,Count,High,6/7/2022 11:51,219,0,1,One
3,Trach,647,748,-103,-352,1230,134495.6281,Count,High,6/7/2022 11:51,219,0,1,One
4,Trach,152,774,-598,-326,1230,134495.6281,Count,High,6/7/2022 11:51,219,0,1,One
1,Trach,685,476,-65,-624,1231,134605.0357,Count,High,6/7/2022 11:51,329,0,1,One
2,Trach,253,551,-497,-549,1231,134605.0357,Count,High,6/7/2022 11:51,329,0,1,One
3,Trach,647,747,-103,-353,1231,134605.0357,Count,High,6/7/2022 11:51,329,0,1,One
4,Trach,143,768,-607,-332,1231,134605.0357,Count,High,6/7/2022 11:51,329,0,1,One
5,Trach,702,798,-48,-302,1231,134605.0357,Count,High,6/7/2022 11:51,329,0,1,One
1,Trach,666,496,-84,-604,1232,134714.3613,Count,High,6/7/2022 11:51,438,0,1,One
2,Trach,252,551,-498,-549,1232,134714.3613,Count,High,6/7/2022 11:51,438,0,1,One
3,Trach,647,747,-103,-353,1232,134714.3613,Count,High,6/7/2022 11:51,438,0,1,One
4,Trach,136,763,-614,-337,1232,134714.3613,Count,High,6/7/2022 11:51,438,0,1,One
5,Trach,690,801,-60,-299,1232,134714.3613,Count,High,6/7/2022 11:51,438,0,1,One
1,Trach,647,521,-103,-579,1233,134823.6588,Count,High,6/7/2022 11:51,547,0,1,One
2,Trach,252,550,-498,-550,1233,134823.6588,Count,High,6/7/2022 11:51,547,0,1,One
3,Trach,647,747,-103,-353,1233,134823.6588,Count,High,6/7/2022 11:51,547,0,1,One
4,Trach,133,758,-617,-342,1233,134823.6588,Count,High,6/7/2022 11:51,547,0,1,One
5,Trach,674,809,-76,-291,1233,134823.6588,Count,High,6/7/2022 11:51,547,0,1,One
1,Trach,637,537,-113,-563,1234,134933.0396,Count,High,6/7/2022 11:51,657,0,1,One
2,Trach,252,551,-498,-549,1234,134933.0396,Count,High,6/7/2022 11:51,657,0,1,One
3,Trach,647,747,-103,-353,1234,134933.0396,Count,High,6/7/2022 11:51,657,0,1,One
4,Trach,135,753,-615,-347,1234,134933.0396,Count,High,6/7/2022 11:51,657,0,1,One
5,Trach,655,817,-95,-283,1234,134933.0396,Count,High,6/7/2022 11:51,657,0,1,One
1,Trach,252,550,-498,-550,1235,135042.1904,Count,High,6/7/2022 11:51,766,0,1,One
2,Trach,622,558,-128,-542,1235,135042.1904,Count,High,6/7/2022 11:51,766,0,1,One
3,Trach,137,744,-613,-356,1235,135042.1904,Count,High,6/7/2022 11:51,766,0,1,One
4,Trach,647,747,-103,-353,1235,135042.1904,Count,High,6/7/2022 11:51,766,0,1,One
5,Trach,636,815,-114,-285,1235,135042.1904,Count,High,6/7/2022 11:51,766,0,1,One
1,Trach,252,551,-498,-549,1236,135151.7656,Count,High,6/7/2022 11:51,875,0,1,One
2,Trach,594,575,-156,-525,1236,135151.7656,Count,High,6/7/2022 11:51,875,0,1,One
3,Trach,138,735,-612,-365,1236,135151.7656,Count,High,6/7/2022 11:51,875,0,1,One
4,Trach,647,747,-103,-353,1236,135151.7656,Count,High,6/7/2022 11:51,875,0,1,One
5,Trach,613,811,-137,-289,1236,135151.7656,Count,High,6/7/2022 11:51,875,0,1,One
1,Trach,252,551,-498,-549,1237,135261.0776,Count,High,6/7/2022 11:51,985,0,1,One
2,Trach,571,587,-179,-513,1237,135261.0776,Count,High,6/7/2022 11:51,985,0,1,One
3,Trach,143,722,-607,-378,1237,135261.0776,Count,High,6/7/2022 11:51,985,0,1,One
4,Trach,646,747,-104,-353,1237,135261.0776,Count,High,6/7/2022 11:51,985,0,1,One
5,Trach,589,807,-161,-293,1237,135261.0776,Count,High,6/7/2022 11:51,985,0,1,One
1,Trach,251,550,-499,-550,1238,135370.4529,Count,High,6/7/2022 11:51,94,0,1,One
2,Trach,553,602,-197,-498,1238,135370.4529,Count,High,6/7/2022 11:51,94,0,1,One
3,Trach,149,710,-601,-390,1238,135370.4529,Count,High,6/7/2022 11:51,94,0,1,One
4,Trach,646,747,-104,-353,1238,135370.4529,Count,High,6/7/2022 11:51,94,0,1,One
5,Trach,565,804,-185,-296,1238,135370.4529,Count,High,6/7/2022 11:51,94,0,1,One
1,Trach,252,551,-498,-549,1239,135479.6328,Count,High,6/7/2022 11:51,203,0,1,One
2,Trach,537,624,-213,-476,1239,135479.6328,Count,High,6/7/2022 11:51,203,0,1,One
3,Trach,154,696,-596,-404,1239,135479.6328,Count,High,6/7/2022 11:51,203,0,1,One
4,Trach,646,747,-104,-353,1239,135479.6328,Count,High,6/7/2022 11:51,203,0,1,One
5,Trach,553,807,-197,-293,1239,135479.6328,Count,High,6/7/2022 11:51,203,0,1,One
1,Trach,251,550,-499,-550,1240,135589.1658,Count,High,6/7/2022 11:51,313,0,1,One
2,Trach,525,649,-225,-451,1240,135589.1658,Count,High,6/7/2022 11:51,313,0,1,One
3,Trach,152,684,-598,-416,1240,135589.1658,Count,High,6/7/2022 11:51,313,0,1,One
4,Trach,646,747,-104,-353,1240,135589.1658,Count,High,6/7/2022 11:51,313,0,1,One
5,Trach,547,808,-203,-292,1240,135589.1658,Count,High,6/7/2022 11:51,313,0,1,One
1,Trach,252,551,-498,-549,1241,135698.4866,Count,High,6/7/2022 11:51,422,0,1,One
2,Trach,512,668,-238,-432,1241,135698.4866,Count,High,6/7/2022 11:51,422,0,1,One
3,Trach,148,669,-602,-431,1241,135698.4866,Count,High,6/7/2022 11:51,422,0,1,One
4,Trach,646,747,-104,-353,1241,135698.4866,Count,High,6/7/2022 11:51,422,0,1,One
5,Trach,538,814,-212,-286,1241,135698.4866,Count,High,6/7/2022 11:51,422,0,1,One
1,Trach,252,551,-498,-549,1242,135807.7261,Count,High,6/7/2022 11:51,531,0,1,One
2,Trach,140,656,-610,-444,1242,135807.7261,Count,High,6/7/2022 11:51,531,0,1,One
3,Trach,495,690,-255,-410,1242,135807.7261,Count,High,6/7/2022 11:51,531,0,1,One
