BlobID,ROI,Frame,BType,Area,ScaledArea,CentroidX,CentroidY,BRect,Compactness,Roughness,Elongation,Perimeter,ConvexHullPerimeter,ConvexHullArea,Length,Breadth,PixelAvg,PixelStdDev,NObjects,Time,Millisec,
0,Right,76157,One,593.5,0,1336,705,"(1321,685,1353,726)",1.94127766,1.087973282,10.39502519,120.3259009,110.5963749,653,48.58045197,16.5484848,0,0,1,1/13/2022 15:06:15,664,0
0,Right,76157,One,602,0,882,301,"(871,281,893,323)",1.56389764,1.044830262,6.255751006,108.769552,104.102605,637.5,43.34166718,19.21938133,0,0,1,1/13/2022 15:06:15,664,0
0,Right,76158,One,586,0,1336,705,"(1321,685,1352,726)",1.958201871,1.091983253,10.1683693,120.0832603,109.968042,645.5,48.58556366,16.57964325,0,0,1,1/13/2022 15:06:15,757,0
0,Right,76158,One,594.5,0,882,302,"(871,282,893,323)",1.542714523,1.04407165,6.121969216,107.3553385,102.8237271,628.5,42.08613968,19.23468208,0,0,1,1/13/2022 15:06:15,757,0
0,Right,76159,One,596,0,1336,705,"(1321,685,1352,726)",1.887960744,1.076652656,10.08832247,118.9116874,110.4457289,651.5,48.58045197,16.5484848,0,0,1,1/13/2022 15:06:15,851,0
0,Right,76159,One,597.5,0,882,302,"(871,282,893,323)",1.534968676,1.043476772,6.057296805,107.3553385,102.8823462,629,41.27360916,19.76482391,0,0,1,1/13/2022 15:06:15,851,0
0,Right,76160,One,584,0,1336,705,"(1321,685,1352,726)",1.964908042,1.088732834,10.53416384,120.0832603,110.2963524,641,48.59768677,16.46880722,0,0,1,1/13/2022 15:06:15,945,0
0,Right,76160,One,606.5,0,882,301,"(871,280,893,323)",1.626977007,1.052244391,6.628217389,111.3553385,105.8264976,647.5,44.32224655,19.21938133,0,0,1,1/13/2022 15:06:15,945,0
0,Right,76161,One,588.5,0,1336,705,"(1321,685,1352,726)",1.893229698,1.078904855,10.34214906,118.3259009,109.6722295,636,48.59768677,16.46880722,0,0,1,1/13/2022 15:06:16,39,0
0,Right,76161,One,582.5,0,882,302,"(872,282,893,323)",1.550289755,1.045284957,6.113312744,106.5269114,101.9118382,615.5,41.03262711,19.17412567,0,0,1,1/13/2022 15:06:16,39,0
0,Right,76162,One,601,0,1335,705,"(1320,685,1352,727)",1.81420712,1.055612641,10.88512086,117.0538228,110.8870983,641.5,48.53626251,15.53160572,0,0,1,1/13/2022 15:06:16,132,0
0,Right,76162,One,593.5,0,882,302,"(871,282,893,323)",1.545313873,1.045610022,6.065000194,107.3553385,102.6724459,627,42.51837158,19.0898819,0,0,1,1/13/2022 15:06:16,132,0
0,Right,76163,One,589,0,1335,706,"(1320,686,1351,727)",1.872939498,1.0719279,10.22232876,117.7401145,109.8395839,635,48.47218704,15.87617493,0,0,1,1/13/2022 15:06:16,226,0
0,Right,76163,One,594.5,0,882,302,"(871,282,893,323)",1.542714523,1.044620394,6.115827815,107.3553385,102.7697134,628.5,42.51837158,19.0898819,0,0,1,1/13/2022 15:06:16,226,0
0,Right,76164,One,593.5,0,1335,706,"(1320,686,1351,727)",1.840289241,1.066437101,10.20638825,117.154328,109.8558254,639,47.93530655,15.87617493,0,0,1,1/13/2022 15:06:16,320,0
0,Right,76164,One,598.5,0,882,301,"(871,281,893,323)",1.62428431,1.05668947,6.376182109,110.5269114,104.5973434,639.5,42.18307877,19.78769684,0,0,1,1/13/2022 15:06:16,320,0
