ObjectID,TrackingRegion,X,Y,RelX,RelY,Frame,MSec,CountingRegion,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType
0,T_0,20,72,-66,-17,2,100,C_0,-1,0,0,0,0,High,3/9/2022 09:47:58,110,0,1,One
1,T_0,12,89,-74,0,2,100,C_0,-1,0,0,0,0,High,3/9/2022 09:47:58,110,0,1,One
0,T_1,320,101,61,13,2,100,C_1,-1,0,0,0,0,High,3/9/2022 09:47:58,110,0,1,One
1,T_1,305,125,46,37,2,100,C_1,-1,0,0,0,0,High,3/9/2022 09:47:58,110,0,1,One
0,T_2,502,75,69,-9,2,100,C_2,-1,0,0,0,0,High,3/9/2022 09:47:58,110,0,1,One
1,T_2,503,108,70,24,2,100,C_2,-1,0,0,0,0,High,3/9/2022 09:47:58,110,0,1,One
0,T_3,109,201,23,-45,2,100,C_3,-1,0,0,0,0,High,3/9/2022 09:47:58,110,0,1,One
1,T_3,109,269,23,23,2,100,C_3,-1,0,0,0,0,High,3/9/2022 09:47:58,110,0,1,One
0,T_4,335,225,75,-20,2,100,C_4,-1,0,0,0,0,High,3/9/2022 09:47:58,110,0,1,One
1,T_4,230,293,-30,48,2,100,C_4,-1,0,0,0,0,High,3/9/2022 09:47:58,110,0,1,One
0,T_5,506,234,0,0,2,100,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:58,111,0,0,None
0,T_0,18,75,-68,-14,3,200,C_0,225,36.05551275,360.5551275,2260,3.605551275,High,3/9/2022 09:47:59,660,0,1,One
1,T_0,11,89,-75,0,3,200,C_0,180,10,100,1810,1,High,3/9/2022 09:47:59,661,0,1,One
0,T_1,320,101,61,13,3,200,C_1,0,0,0,10,0,High,3/9/2022 09:47:59,661,0,1,One
1,T_1,305,125,46,37,3,200,C_1,0,0,0,10,0,High,3/9/2022 09:47:59,661,0,1,One
0,T_2,504,79,71,-5,3,200,C_2,296.5650512,44.72135955,447.2135955,2975.650512,4.472135955,High,3/9/2022 09:47:59,661,0,1,One
1,T_2,502,111,69,27,3,200,C_2,251.5650512,31.6227766,316.227766,2525.650512,3.16227766,High,3/9/2022 09:47:59,661,0,1,One
0,T_3,109,201,23,-45,3,200,C_3,0,0,0,10,0,High,3/9/2022 09:47:59,661,0,1,One
1,T_3,109,269,23,23,3,200,C_3,0,0,0,10,0,High,3/9/2022 09:47:59,661,0,1,One
0,T_4,337,229,77,-16,3,200,C_4,296.5650512,44.72135955,447.2135955,2975.650512,4.472135955,High,3/9/2022 09:47:59,661,0,1,One
1,T_4,224,292,-36,47,3,200,C_4,180,60.8276253,608.276253,1810,6.08276253,High,3/9/2022 09:47:59,661,0,1,One
0,T_5,506,234,0,0,3,200,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,661,0,0,None
0,T_0,18,74,-68,-15,4,300,C_0,-1,10,-260.5551275,2260,4.605551275,High,3/9/2022 09:47:59,671,0,1,One
1,T_0,12,91,-74,2,4,300,C_0,-1,22.36067977,123.6067977,1810,3.236067977,High,3/9/2022 09:47:59,671,0,1,One
0,T_1,320,102,61,14,4,300,C_1,-1,10,100,10,1,High,3/9/2022 09:47:59,671,0,1,One
1,T_1,305,125,46,37,4,300,C_1,-1,0,0,10,0,High,3/9/2022 09:47:59,671,0,1,One
0,T_2,505,83,72,-1,4,300,C_2,-1,41.23105626,-34.90303294,2975.650512,8.595241581,High,3/9/2022 09:47:59,671,0,1,One
1,T_2,502,111,69,27,4,300,C_2,-1,0,-316.227766,2525.650512,3.16227766,High,3/9/2022 09:47:59,671,0,1,One
0,T_3,109,201,23,-45,4,300,C_3,-1,0,0,10,0,High,3/9/2022 09:47:59,671,0,1,One
1,T_3,108,269,22,23,4,300,C_3,-1,10,100,10,1,High,3/9/2022 09:47:59,671,0,1,One
0,T_4,338,235,78,-10,4,300,C_4,-1,60.8276253,161.0626575,2975.650512,10.55489849,High,3/9/2022 09:47:59,671,0,1,One
1,T_4,222,290,-38,45,4,300,C_4,-1,28.28427125,-325.4335406,1810,8.911189655,High,3/9/2022 09:47:59,671,0,1,One
0,T_5,506,234,0,0,4,300,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,671,0,0,None
1,T_5,519,254,0,0,4,300,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,671,0,0,None
0,T_0,18,74,-68,-15,5,400,C_0,0,0,-100,10,4.605551275,High,3/9/2022 09:47:59,678,0,1,One
1,T_0,12,90,-74,1,5,400,C_0,90,10,-123.6067977,910,4.236067977,High,3/9/2022 09:47:59,678,0,1,One
0,T_1,320,102,61,14,5,400,C_1,0,0,-100,10,1,High,3/9/2022 09:47:59,678,0,1,One
1,T_1,306,125,47,37,5,400,C_1,0,10,100,10,1,High,3/9/2022 09:47:59,678,0,1,One
0,T_2,505,87,72,3,5,400,C_2,270,40,-12.31056256,2710,12.59524158,High,3/9/2022 09:47:59,678,0,1,One
1,T_2,502,110,69,26,5,400,C_2,90,10,100,910,4.16227766,High,3/9/2022 09:47:59,678,0,1,One
0,T_3,109,201,23,-45,5,400,C_3,0,0,0,10,0,High,3/9/2022 09:47:59,678,0,1,One
1,T_3,108,269,22,23,5,400,C_3,0,0,-100,10,1,High,3/9/2022 09:47:59,678,0,1,One
0,T_4,338,238,78,-7,5,400,C_4,270,30,-308.276253,2710,13.55489849,High,3/9/2022 09:47:59,678,0,1,One
1,T_4,218,288,-42,43,5,400,C_4,180,44.72135955,164.370883,1810,13.38332561,High,3/9/2022 09:47:59,678,0,1,One
0,T_5,506,234,0,0,5,400,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,678,0,0,None
1,T_5,519,254,0,0,5,400,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,679,0,0,None
0,T_0,17,75,-69,-14,6,500,C_0,-1,14.14213562,141.4213562,10,6.019764838,High,3/9/2022 09:47:59,686,0,1,One
1,T_0,12,89,-74,0,6,500,C_0,-1,10,-5.32907E-14,910,5.236067977,High,3/9/2022 09:47:59,686,0,1,One
0,T_1,320,101,61,13,6,500,C_1,-1,10,100,10,2,High,3/9/2022 09:47:59,686,0,1,One
1,T_1,308,124,49,36,6,500,C_1,-1,22.36067977,123.6067977,10,3.236067977,High,3/9/2022 09:47:59,686,0,1,One
0,T_2,506,90,73,6,6,500,C_2,-1,31.6227766,-83.77223398,2710,15.75751924,High,3/9/2022 09:47:59,686,0,1,One
1,T_2,503,109,70,25,6,500,C_2,-1,14.14213562,41.42135624,910,5.576491223,High,3/9/2022 09:47:59,686,0,1,One
0,T_3,109,201,23,-45,6,500,C_3,-1,0,0,10,0,High,3/9/2022 09:47:59,686,0,1,One
1,T_3,109,269,23,23,6,500,C_3,-1,10,100,10,2,High,3/9/2022 09:47:59,686,0,1,One
0,T_4,338,242,78,-3,6,500,C_4,-1,40,100,2710,17.55489849,High,3/9/2022 09:47:59,686,0,1,One
1,T_4,216,286,-44,41,6,500,C_4,-1,28.28427125,-164.370883,1810,16.21175273,High,3/9/2022 09:47:59,686,0,1,One
0,T_5,506,234,0,0,6,500,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,686,0,0,None
1,T_5,519,254,0,0,6,500,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,686,0,0,None
0,T_0,17,77,-69,-12,7,600,C_0,270,20,58.57864376,2710,8.019764838,High,3/9/2022 09:47:59,694,0,1,One
1,T_0,12,88,-74,-1,7,600,C_0,90,10,-1.24345E-13,910,6.236067977,High,3/9/2022 09:47:59,694,0,1,One
0,T_1,320,102,61,14,7,600,C_1,270,10,-1.24345E-13,2710,3,High,3/9/2022 09:47:59,694,0,1,One
1,T_1,311,124,52,36,7,600,C_1,0,30,76.39320225,10,6.236067977,High,3/9/2022 09:47:59,694,0,1,One
0,T_2,507,92,74,8,7,600,C_2,296.5650512,22.36067977,-92.62096827,2975.650512,17.99358722,High,3/9/2022 09:47:59,694,0,1,One
1,T_2,503,109,70,25,7,600,C_2,0,0,-141.4213562,10,5.576491223,High,3/9/2022 09:47:59,694,0,1,One
0,T_3,110,202,24,-44,7,600,C_3,315,14.14213562,141.4213562,3160,1.414213562,High,3/9/2022 09:47:59,694,0,1,One
1,T_3,108,269,22,23,7,600,C_3,180,10,-1.24345E-13,1810,3,High,3/9/2022 09:47:59,694,0,1,One
0,T_4,338,246,78,1,7,600,C_4,270,40,-4.9738E-13,2710,21.55489849,High,3/9/2022 09:47:59,694,0,1,One
1,T_4,218,288,-42,43,7,600,C_4,315,28.28427125,-3.19744E-13,3160,19.04017986,High,3/9/2022 09:47:59,694,0,1,One
0,T_5,506,234,0,0,7,600,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,694,0,0,None
1,T_5,519,254,0,0,7,600,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,694,0,0,None
0,T_0,14,83,-72,-6,8,700,C_0,-1,67.08203932,470.8203932,2710,14.72796877,High,3/9/2022 09:47:59,702,0,1,One
1,T_0,12,88,-74,-1,8,700,C_0,90,0,0,0,6.236067977,NotFound,3/9/2022 09:47:59,702,0,1,One
0,T_1,320,101,61,13,8,700,C_1,-1,10,1.24345E-13,2710,4,High,3/9/2022 09:47:59,702,0,1,One
1,T_1,314,124,55,36,8,700,C_1,-1,30,3.55271E-13,10,9.236067977,High,3/9/2022 09:47:59,702,0,1,One
0,T_2,506,93,73,9,8,700,C_2,-1,14.14213562,-82.18544151,2975.650512,19.40780078,High,3/9/2022 09:47:59,702,0,1,One
1,T_2,505,110,72,26,8,700,C_2,-1,22.36067977,223.6067977,10,7.8125592,High,3/9/2022 09:47:59,702,0,1,One
0,T_3,113,206,27,-40,8,700,C_3,-1,50,358.5786438,3160,6.414213562,High,3/9/2022 09:47:59,702,0,1,One
1,T_3,108,269,22,23,8,700,C_3,-1,0,-100,1810,3,High,3/9/2022 09:47:59,702,0,1,One
0,T_4,337,250,77,5,8,700,C_4,-1,41.23105626,12.31056256,2710,25.67800411,High,3/9/2022 09:47:59,702,0,1,One
1,T_4,217,287,-43,42,8,700,C_4,-1,14.14213562,-141.4213562,3160,20.45439342,High,3/9/2022 09:47:59,702,0,1,One
0,T_5,506,234,0,0,8,700,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,702,0,0,None
1,T_5,519,254,0,0,8,700,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,702,0,0,None
0,T_0,16,77,-70,-12,9,800,C_0,71.56505118,63.2455532,-38.36486122,725.6505118,21.05252409,High,3/9/2022 09:47:59,711,0,1,One
1,T_0,12,89,-74,0,9,800,C_0,-1,10,100,910,7.236067977,High,3/9/2022 09:47:59,711,0,1,One
0,T_1,320,101,61,13,9,800,C_1,0,0,-100,10,4,High,3/9/2022 09:47:59,711,0,1,One
1,T_1,317,124,58,36,9,800,C_1,0,30,3.19744E-13,10,12.23606798,High,3/9/2022 09:47:59,711,0,1,One
0,T_2,506,97,73,13,9,800,C_2,270,40,258.5786438,2710,23.40780078,High,3/9/2022 09:47:59,711,0,1,One
1,T_2,504,109,71,25,9,800,C_2,135,14.14213562,-82.18544151,1360,9.226772762,High,3/9/2022 09:47:59,711,0,1,One
0,T_3,116,213,30,-33,9,800,C_3,296.5650512,76.15773106,261.5773106,2975.650512,14.02998667,High,3/9/2022 09:47:59,711,0,1,One
1,T_3,108,269,22,23,9,800,C_3,0,0,0,10,3,High,3/9/2022 09:47:59,711,0,1,One
0,T_4,336,257,76,12,9,800,C_4,261.8698976,70.71067812,294.7962186,2628.698976,32.74907192,High,3/9/2022 09:47:59,711,0,1,One
1,T_4,215,286,-45,41,9,800,C_4,180,22.36067977,82.18544151,1810,22.6904614,High,3/9/2022 09:47:59,711,0,1,One
0,T_5,506,234,0,0,9,800,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,711,0,0,None
1,T_5,519,254,0,0,9,800,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,711,0,0,None
0,T_0,16,75,-70,-14,10,900,C_0,-1,20,-432.455532,725.6505118,23.05252409,High,3/9/2022 09:47:59,718,0,1,One
1,T_0,12,88,-74,-1,10,900,C_0,90,10,-1.06581E-13,910,8.236067977,High,3/9/2022 09:47:59,718,0,1,One
0,T_1,320,101,61,13,10,900,C_1,-1,0,0,10,4,High,3/9/2022 09:47:59,718,0,1,One
1,T_1,320,124,61,36,10,900,C_1,-1,30,-3.19744E-13,10,15.23606798,High,3/9/2022 09:47:59,718,0,1,One
0,T_2,506,102,73,18,10,900,C_2,-1,50,100,2710,28.40780078,High,3/9/2022 09:47:59,718,0,1,One
1,T_2,504,109,71,25,10,900,C_2,135,0,0,0,9.226772762,NotFound,3/9/2022 09:47:59,718,0,1,One
0,T_3,118,217,32,-29,10,900,C_3,-1,44.72135955,-314.3637151,2975.650512,18.50212262,High,3/9/2022 09:47:59,718,0,1,One
1,T_3,108,269,22,23,10,900,C_3,-1,0,0,10,3,High,3/9/2022 09:47:59,718,0,1,One
0,T_4,334,262,74,17,10,900,C_4,-1,53.85164807,-168.5903005,2628.698976,38.13423673,High,3/9/2022 09:47:59,718,0,1,One
1,T_4,213,284,-47,39,10,900,C_4,-1,28.28427125,59.23591472,1810,25.51888852,High,3/9/2022 09:47:59,718,0,1,One
0,T_5,506,234,0,0,10,900,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,718,0,0,None
1,T_5,519,254,0,0,10,900,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,718,0,0,None
0,T_0,18,74,-68,-15,11,1000,C_0,0,22.36067977,23.60679775,10,25.28859207,High,3/9/2022 09:47:59,727,0,1,One
1,T_0,12,87,-74,-2,11,1000,C_0,-1,10,0,910,9.236067977,High,3/9/2022 09:47:59,727,0,1,One
0,T_1,320,101,61,13,11,1000,C_1,0,0,0,10,4,High,3/9/2022 09:47:59,727,0,1,One
1,T_1,322,125,63,37,11,1000,C_1,0,22.36067977,-76.39320225,10,17.47213595,High,3/9/2022 09:47:59,727,0,1,One
0,T_2,506,102,73,18,11,1000,C_2,0,0,-500,10,28.40780078,High,3/9/2022 09:47:59,727,0,1,One
1,T_2,504,109,71,25,11,1000,C_2,135,0,0,0,9.226772762,NotFound,3/9/2022 09:47:59,727,0,1,One
0,T_3,117,218,31,-28,11,1000,C_3,225,14.14213562,-305.7922393,2260,19.91633619,High,3/9/2022 09:47:59,727,0,1,One
1,T_3,108,269,22,23,11,1000,C_3,0,0,0,10,3,High,3/9/2022 09:47:59,727,0,1,One
0,T_4,331,266,71,21,11,1000,C_4,225,50,-38.51648071,2260,43.13423673,High,3/9/2022 09:47:59,727,0,1,One
1,T_4,210,282,-50,37,11,1000,C_4,180,36.05551275,77.71241507,1810,29.1244398,High,3/9/2022 09:47:59,727,0,1,One
0,T_5,506,234,0,0,11,1000,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,727,0,0,None
1,T_5,519,254,0,0,11,1000,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,727,0,0,None
0,T_0,18,73,-68,-16,12,1100,C_0,-1,10,-123.6067977,10,26.28859207,High,3/9/2022 09:47:59,734,0,1,One
1,T_0,13,87,-73,-2,12,1100,C_0,0,10,0,10,10.23606798,High,3/9/2022 09:47:59,734,0,1,One
0,T_1,320,101,61,13,12,1100,C_1,-1,0,0,10,4,High,3/9/2022 09:47:59,734,0,1,One
1,T_1,324,124,65,36,12,1100,C_1,-1,22.36067977,0,10,19.70820393,High,3/9/2022 09:47:59,734,0,1,One
0,T_2,506,95,73,11,12,1100,C_2,-1,70,700,10,35.40780078,High,3/9/2022 09:47:59,734,0,1,One
1,T_2,506,106,73,22,12,1100,C_2,-1,36.05551275,360.5551275,1360,12.83232404,High,3/9/2022 09:47:59,734,0,1,One
0,T_3,117,218,31,-28,12,1100,C_3,-1,0,-141.4213562,2260,19.91633619,High,3/9/2022 09:47:59,734,0,1,One
1,T_3,108,269,22,23,12,1100,C_3,-1,0,0,10,3,High,3/9/2022 09:47:59,734,0,1,One
0,T_4,329,270,69,25,12,1100,C_4,-1,44.72135955,-52.7864045,2260,47.60637268,High,3/9/2022 09:47:59,734,0,1,One
1,T_4,208,279,-52,34,12,1100,C_4,-1,36.05551275,0,1810,32.72999108,High,3/9/2022 09:47:59,734,0,1,One
0,T_5,506,234,0,0,12,1100,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,734,0,0,None
1,T_5,519,254,0,0,12,1100,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,734,0,0,None
0,T_0,22,78,-64,-11,13,1200,C_0,315,64.03124237,540.3124237,3160,32.69171631,High,3/9/2022 09:47:59,743,0,1,One
1,T_0,13,86,-73,-3,13,1200,C_0,-1,10,-2.30926E-13,10,11.23606798,High,3/9/2022 09:47:59,743,0,1,One
0,T_1,320,101,61,13,13,1200,C_1,0,0,0,10,4,High,3/9/2022 09:47:59,743,0,1,One
1,T_1,325,125,66,37,13,1200,C_1,315,14.14213562,-82.18544151,3160,21.12241749,High,3/9/2022 09:47:59,743,0,1,One
0,T_2,506,100,73,16,13,1200,C_2,270,50,-200,2710,40.40780078,High,3/9/2022 09:47:59,743,0,1,One
1,T_2,506,106,73,22,13,1200,C_2,-1,0,0,0,12.83232404,NotFound,3/9/2022 09:47:59,743,0,1,One
0,T_3,117,218,31,-28,13,1200,C_3,0,0,0,10,19.91633619,High,3/9/2022 09:47:59,743,0,1,One
1,T_3,108,269,22,23,13,1200,C_3,0,0,0,10,3,High,3/9/2022 09:47:59,743,0,1,One
0,T_4,326,274,66,29,13,1200,C_4,225,50,52.7864045,2260,52.60637268,High,3/9/2022 09:47:59,743,0,1,One
1,T_4,206,278,-54,33,13,1200,C_4,180,22.36067977,-136.9483298,1810,34.96605905,High,3/9/2022 09:47:59,743,0,1,One
0,T_5,506,234,0,0,13,1200,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,743,0,0,None
1,T_5,519,254,0,0,13,1200,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,743,0,0,None
0,T_0,25,85,-61,-4,14,1300,C_0,-1,76.15773106,121.2648868,3160,40.30748941,High,3/9/2022 09:47:59,750,0,1,One
1,T_0,13,87,-73,-2,14,1300,C_0,270,10,4.61853E-13,2710,12.23606798,High,3/9/2022 09:47:59,750,0,1,One
0,T_1,320,101,61,13,14,1300,C_1,-1,0,0,10,4,High,3/9/2022 09:47:59,750,0,1,One
1,T_1,326,125,67,37,14,1300,C_1,-1,10,-41.42135624,3160,22.12241749,High,3/9/2022 09:47:59,750,0,1,One
0,T_2,506,100,73,16,14,1300,C_2,-1,0,-500,2710,40.40780078,High,3/9/2022 09:47:59,750,0,1,One
1,T_2,506,106,73,22,14,1300,C_2,-1,0,0,0,12.83232404,NotFound,3/9/2022 09:47:59,750,0,1,One
0,T_3,118,218,32,-28,14,1300,C_3,-1,10,100,10,20.91633619,High,3/9/2022 09:47:59,750,0,1,One
1,T_3,108,269,22,23,14,1300,C_3,-1,0,0,10,3,High,3/9/2022 09:47:59,750,0,1,One
0,T_4,323,278,63,33,14,1300,C_4,-1,50,2.27374E-12,2260,57.60637268,High,3/9/2022 09:47:59,750,0,1,One
1,T_4,204,275,-56,30,14,1300,C_4,-1,36.05551275,136.9483298,1810,38.57161033,High,3/9/2022 09:47:59,750,0,1,One
0,T_5,506,234,0,0,14,1300,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,750,0,0,None
1,T_5,519,254,0,0,14,1300,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,750,0,0,None
0,T_0,28,87,-58,-2,15,1400,C_0,0,36.05551275,-401.022183,10,43.91304069,High,3/9/2022 09:47:59,757,0,1,One
1,T_0,12,88,-74,-1,15,1400,C_0,-1,14.14213562,41.42135624,2710,13.65028154,High,3/9/2022 09:47:59,757,0,1,One
0,T_1,320,101,61,13,15,1400,C_1,0,0,0,10,4,High,3/9/2022 09:47:59,757,0,1,One
1,T_1,326,125,67,37,15,1400,C_1,0,0,-100,10,22.12241749,High,3/9/2022 09:47:59,757,0,1,One
0,T_2,506,100,73,16,15,1400,C_2,0,0,0,10,40.40780078,High,3/9/2022 09:47:59,758,0,1,One
1,T_2,506,106,73,22,15,1400,C_2,-1,0,0,0,12.83232404,NotFound,3/9/2022 09:47:59,758,0,1,One
0,T_3,117,233,31,-13,15,1400,C_3,266.1859252,150.3329638,1403.329638,2671.859252,35.94963256,High,3/9/2022 09:47:59,758,0,1,One
1,T_3,108,269,22,23,15,1400,C_3,0,0,0,10,3,High,3/9/2022 09:47:59,758,0,1,One
0,T_4,319,282,59,37,15,1400,C_4,225,56.56854249,65.68542495,2260,63.26322693,High,3/9/2022 09:47:59,758,0,1,One
1,T_4,202,272,-58,27,15,1400,C_4,135,36.05551275,-1.63425E-12,1360,42.1771616,High,3/9/2022 09:47:59,758,0,1,One
0,T_5,506,234,0,0,15,1400,None,-1,0,0,0,0,NotFound,3/9/2022 09:47:59,758,0,0,None
1,T_5,519,254,0,0,15,1400,None,-1,0,0,0,0,NotFound,3/9/2022 09:47:59,758,0,0,None
0,T_0,32,90,-54,1,16,1500,C_0,-1,50,139.4448725,10,48.91304069,High,3/9/2022 09:47:59,767,0,1,One
1,T_0,13,87,-73,-2,16,1500,C_0,45,14.14213562,6.39488E-13,460,15.0644951,High,3/9/2022 09:47:59,767,0,1,One
0,T_1,320,101,61,13,16,1500,C_1,-1,0,0,10,4,High,3/9/2022 09:47:59,767,0,1,One
1,T_1,326,125,67,37,16,1500,C_1,0,0,0,0,22.12241749,Indiscernible,3/9/2022 09:47:59,767,0,1,One
0,T_2,506,100,73,16,16,1500,C_2,-1,0,0,10,40.40780078,High,3/9/2022 09:47:59,767,0,1,One
1,T_2,506,106,73,22,16,1500,C_2,-1,0,0,0,12.83232404,NotFound,3/9/2022 09:47:59,767,0,1,One
0,T_3,117,233,31,-13,16,1500,C_3,-1,0,-1503.329638,2671.859252,35.94963256,High,3/9/2022 09:47:59,767,0,1,One
1,T_3,109,269,23,23,16,1500,C_3,-1,10,100,10,4,High,3/9/2022 09:47:59,767,0,1,One
0,T_4,315,284,55,39,16,1500,C_4,-1,44.72135955,-118.4718294,2260,67.73536289,High,3/9/2022 09:47:59,767,0,1,One
1,T_4,199,268,-61,23,16,1500,C_4,-1,50,139.4448725,1360,47.1771616,High,3/9/2022 09:47:59,767,0,1,One
0,T_5,506,234,0,0,16,1500,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,767,0,0,None
1,T_5,519,254,0,0,16,1500,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,767,0,0,None
0,T_0,37,95,-49,6,17,1600,C_0,315,70.71067812,207.1067812,3160,55.9841085,High,3/9/2022 09:47:59,775,0,1,One
1,T_0,13,85,-73,-4,17,1600,C_0,-1,20,58.57864376,460,17.0644951,High,3/9/2022 09:47:59,775,0,1,One
0,T_1,320,102,61,14,17,1600,C_1,270,10,100,2710,5,High,3/9/2022 09:47:59,775,0,1,One
1,T_1,326,125,67,37,17,1600,C_1,0,0,0,0,22.12241749,Indiscernible,3/9/2022 09:47:59,775,0,1,One
0,T_2,506,100,73,16,17,1600,C_2,0,0,0,10,40.40780078,High,3/9/2022 09:47:59,775,0,1,One
1,T_2,506,106,73,22,17,1600,C_2,-1,0,0,0,12.83232404,NotFound,3/9/2022 09:47:59,775,0,1,One
0,T_3,117,229,31,-17,17,1600,C_3,90,40,400,910,39.94963256,High,3/9/2022 09:47:59,775,0,1,One
1,T_3,109,269,23,23,17,1600,C_3,0,0,-100,10,4,High,3/9/2022 09:47:59,775,0,1,One
0,T_4,314,285,54,40,17,1600,C_4,225,14.14213562,-305.7922393,2260,69.14957645,High,3/9/2022 09:47:59,775,0,1,One
1,T_4,199,268,-61,23,17,1600,C_4,0,0,-500,10,47.1771616,High,3/9/2022 09:47:59,775,0,1,One
0,T_5,506,234,0,0,17,1600,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,775,0,0,None
1,T_5,519,254,0,0,17,1600,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,775,0,0,None
0,T_0,42,101,-44,12,18,1700,C_0,-1,78.10249676,73.9181864,3160,63.79435817,High,3/9/2022 09:47:59,783,0,1,One
1,T_0,14,84,-72,-5,18,1700,C_0,45,14.14213562,-58.57864376,460,18.47870866,High,3/9/2022 09:47:59,783,0,1,One
0,T_1,320,101,61,13,18,1700,C_1,-1,10,-2.30926E-13,2710,6,High,3/9/2022 09:47:59,783,0,1,One
1,T_1,324,128,65,40,18,1700,C_1,-1,36.05551275,360.5551275,10,25.72796877,High,3/9/2022 09:47:59,783,0,1,One
0,T_2,505,101,72,17,18,1700,C_2,-1,14.14213562,141.4213562,10,41.82201434,High,3/9/2022 09:47:59,783,0,1,One
1,T_2,506,106,73,22,18,1700,C_2,-1,0,0,0,12.83232404,NotFound,3/9/2022 09:47:59,783,0,1,One
0,T_3,109,235,23,-11,18,1700,C_3,-1,100,600,910,49.94963256,High,3/9/2022 09:47:59,783,0,1,One
1,T_3,109,269,23,23,18,1700,C_3,-1,0,0,10,4,High,3/9/2022 09:47:59,783,0,1,One
0,T_4,310,288,50,43,18,1700,C_4,-1,50,358.5786438,2260,74.14957645,High,3/9/2022 09:47:59,783,0,1,One
1,T_4,200,268,-60,23,18,1700,C_4,-1,10,100,10,48.1771616,High,3/9/2022 09:47:59,783,0,1,One
0,T_5,506,234,0,0,18,1700,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,783,0,0,None
1,T_5,519,254,0,0,18,1700,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,783,0,0,None
0,T_0,46,108,-40,19,19,1800,C_0,315,80.62257748,25.20080724,3160,71.85661592,High,3/9/2022 09:47:59,790,0,1,One
1,T_0,14,82,-72,-7,19,1800,C_0,-1,20,58.57864376,460,20.47870866,High,3/9/2022 09:47:59,790,0,1,One
0,T_1,320,101,61,13,19,1800,C_1,0,0,-100,10,6,High,3/9/2022 09:47:59,790,0,1,One
1,T_1,324,128,65,40,19,1800,C_1,0,0,-360.5551275,10,25.72796877,High,3/9/2022 09:47:59,790,0,1,One
0,T_2,505,102,72,18,19,1800,C_2,270,10,-41.42135624,2710,42.82201434,High,3/9/2022 09:47:59,790,0,1,One
1,T_2,506,106,73,22,19,1800,C_2,-1,0,0,0,12.83232404,NotFound,3/9/2022 09:47:59,790,0,1,One
0,T_3,107,235,21,-11,19,1800,C_3,180,20,-800,1810,51.94963256,High,3/9/2022 09:47:59,790,0,1,One
1,T_3,109,269,23,23,19,1800,C_3,0,0,0,10,4,High,3/9/2022 09:47:59,790,0,1,One
0,T_4,306,290,46,45,19,1800,C_4,180,44.72135955,-52.7864045,1810,78.62171241,High,3/9/2022 09:47:59,790,0,1,One
1,T_4,198,266,-62,21,19,1800,C_4,135,28.28427125,182.8427125,1360,51.00558873,High,3/9/2022 09:47:59,790,0,1,One
0,T_5,506,234,0,0,19,1800,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,791,0,0,None
1,T_5,519,254,0,0,19,1800,None,-1,0,0,0,0,Indiscernible,3/9/2022 09:47:59,791,0,0,None
0,T_0,52,115,-34,26,20,1900,C_0,-1,92.19544457,115.7286709,3160,81.07616038,High,3/9/2022 09:47:59,799,0,1,One
1,T_0,15,79,-71,-10,20,1900,C_0,71.56505118,31.6227766,116.227766,725.6505118,23.64098632,High,3/9/2022 09:47:59,799,0,1,One
0,T_1,320,101,61,13,20,1900,C_1,-1,0,0,10,6,High,3/9/2022 09:47:59,799,0,1,One
1,T_1,324,128,65,40,20,1900,C_1,-1,0,0,10,25.72796877,High,3/9/2022 09:47:59,799,0,1,One
