ObjectID,Name,X,Y,RelX,RelY,Frame,MSec,Region,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator
0,T1,116,373,-3,138,42,1815.0346,None,0,0,0,0,0,High,1/21/2022 12:37:47,409,0
0,T1,116,373,-3,138,43,1857.966,None,0,0,0,0,0,High,1/21/2022 12:37:47,453,0
0,T1,116,373,-3,138,44,1902.0003,None,0,0,0,0,0,High,1/21/2022 12:37:47,497,0
0,T1,116,372,-3,137,45,1946.0004,None,90,22.72722107,516.5265778,2045.449897,1,High,1/21/2022 12:37:47,541,0
0,T1,116,371,-3,136,46,1990.0005,None,90,22.72722107,0,0,2,High,1/21/2022 12:37:47,585,0
0,T1,116,370,-3,135,47,2033.9591,None,90,22.74867716,0.488097663,0,3,High,1/21/2022 12:37:47,629,0
0,T1,116,369,-3,134,48,2077.9994,None,90,22.70647566,-0.958247438,0,4,High,1/21/2022 12:37:47,674,0
0,T1,117,366,-2,131,49,2123.031,None,71.56505118,70.22352437,1055.193436,409.378055,7.16227766,High,1/21/2022 12:37:47,718,0
0,T1,117,363,-2,128,50,2167.0165,None,90,68.2042946,-45.90671417,419.1142268,10.16227766,High,1/21/2022 12:37:47,761,0
0,T1,117,358,-2,123,51,2209.975,None,90,116.391401,1121.712965,0,15.16227766,High,1/21/2022 12:37:47,806,0
0,T1,117,357,-2,122,52,2254.9599,None,90,22.22968152,-2093.185035,0,16.16227766,High,1/21/2022 12:37:47,850,0
0,T1,116,356,-3,121,53,2298.9897,None,135,32.11946369,224.6156506,1022.035076,17.57649122,High,1/21/2022 12:37:47,893,0
0,T1,116,355,-3,120,54,2341.9876,None,90,23.25694976,-206.1150412,1046.562739,18.57649122,High,1/21/2022 12:37:47,936,0
0,T1,117,354,-2,119,55,2384.9624,None,45,32.9079731,224.5740141,1047.125292,19.99070478,High,1/21/2022 12:37:47,979,0
0,T1,116,351,-3,116,56,2428.0343,None,108.4349488,73.41857824,940.5344353,1472.768762,23.15298245,High,1/21/2022 12:37:48,23,0
