ObjectID,Name,X,Y,RelX,RelY,Frame,MSec,Region,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator
0,T1,119,371,2,136,1315,121525.4912,None,0,0,0,0,0,High,1/18/2022 11:39:14,118,0
0,T1,119,370,2,135,1316,121589.3094,None,0,0,0,0,0,High,1/18/2022 11:39:14,182,0
0,T1,118,367,1,132,1317,121654.0256,None,108.4349488,48.86377229,755.0469942,1675.545672,3.16227766,High,1/18/2022 11:39:14,247,0
0,T1,119,366,2,131,1318,121717.9146,None,45,22.13547813,-418.355181,992.8931244,4.576491223,High,1/18/2022 11:39:14,311,0
0,T1,119,364,2,129,1319,121782.6348,None,90,30.90225308,135.4565491,695.3006944,6.576491223,High,1/18/2022 11:39:14,378,0
0,T1,120,359,3,124,1320,121849.6654,None,78.69006753,76.07002643,673.8381179,168.7279015,11.67551074,High,1/18/2022 11:39:14,442,0
0,T1,120,355,3,120,1321,121913.6568,None,90,62.50839957,-211.9288977,176.7414445,15.67551074,High,1/18/2022 11:39:14,506,0
0,T1,120,349,3,114,1322,121977.4501,None,90,94.05376427,494.4933825,0,21.67551074,High,1/18/2022 11:39:14,571,0
0,T1,120,344,3,109,1323,122042.4922,None,90,76.87328669,-264.1439557,0,26.67551074,High,1/18/2022 11:39:14,636,0
0,T1,120,339,3,104,1324,122107.9368,None,90,76.40049752,-7.22426551,0,31.67551074,High,1/18/2022 11:39:14,701,0
0,T1,120,337,3,102,1325,122172.1281,None,90,31.15687017,-704.8249117,0,33.67551074,High,1/18/2022 11:39:14,766,0
0,T1,120,336,3,101,1326,122238.1381,None,90,15.14921982,-242.5034139,0,34.67551074,High,1/18/2022 11:39:14,831,0
0,T1,120,336,3,101,1327,122301.9096,None,0,0,-237.5547041,1411.288742,34.67551074,High,1/18/2022 11:39:14,895,0
0,T1,120,333,3,98,1328,122366.3058,None,90,46.58659983,723.4370946,1397.597995,37.67551074,High,1/18/2022 11:39:14,958,0
0,T1,120,329,3,94,1329,122429.827,None,90,62.97110256,257.9375505,0,41.67551074,High,1/18/2022 11:39:15,22,0
0,T1,120,324,3,89,1330,122493.5617,None,90,78.4502006,242.8676692,0,46.67551074,High,1/18/2022 11:39:15,86,0
0,T1,120,322,3,87,1331,122558.0515,None,90,31.01265627,-735.5821282,0,48.67551074,High,1/18/2022 11:39:15,152,0
0,T1,121,319,4,84,1332,122623.3785,None,71.56505118,48.40690159,266.2642602,282.1949397,51.8377884,High,1/18/2022 11:39:15,216,0
0,T1,121,315,4,80,1333,122688.1622,None,90,61.74392633,205.8700682,284.5615305,55.8377884,High,1/18/2022 11:39:15,282,0
