ObjectID,Name,X,Y,RelX,RelY,Frame,MSec,Region,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator
0,T1,112,372,-5,137,1028,211170.5521,None,0,0,0,0,0,High,1/20/2022 15:16:30,572,0
0,T1,112,370,-5,135,1029,211213.5409,None,0,0,0,0,0,High,1/20/2022 15:16:30,615,0
0,T1,112,367,-5,132,1030,211256.5178,None,90,69.80494172,1624.243296,2094.148252,3,High,1/20/2022 15:16:30,659,0
0,T1,112,359,-5,124,1031,211300.5535,None,90,181.6707808,2540.344289,0,11,High,1/20/2022 15:16:30,702,0
0,T1,111,356,-6,121,1032,211343.5021,None,108.4349488,73.6293537,-2515.598344,429.232823,14.16227766,High,1/20/2022 15:16:30,746,0
0,T1,111,352,-6,117,1033,211387.5488,None,90,90.81270561,390.1166696,418.5318951,18.16227766,High,1/20/2022 15:16:30,790,0
0,T1,111,349,-6,114,1034,211431.4835,None,90,68.28315659,-512.7962411,0,21.16227766,High,1/20/2022 15:16:30,833,0
0,T1,110,342,-7,107,1035,211474.4877,None,98.13010235,164.4273771,2235.693736,189.0536821,28.23334547,High,1/20/2022 15:16:30,876,0
0,T1,111,339,-6,104,1036,211517.5232,None,71.56505118,73.48067665,-2113.294849,617.2822711,31.39562313,High,1/20/2022 15:16:30,920,0
0,T1,111,335,-6,100,1037,211561.5244,None,90,90.90661164,396.033176,418.9646833,35.39562313,High,1/20/2022 15:16:30,963,0
0,T1,111,328,-6,93,1038,211605.5219,None,90,159.0999489,1549.936638,0,42.39562313,High,1/20/2022 15:16:31,7,0
0,T1,112,324,-5,89,1039,211648.5161,None,75.96375653,95.89911257,-1469.985168,326.468302,46.51872876,High,1/20/2022 15:16:31,50,0
0,T1,113,322,-4,87,1040,211691.5275,None,63.43494882,51.98779806,-1020.922697,291.2903953,48.75479674,High,1/20/2022 15:16:31,93,0
0,T1,113,319,-4,84,1041,211734.5213,None,90,69.7775028,413.7737242,617.8809777,51.75479674,High,1/20/2022 15:16:31,136,0
0,T1,111,315,-6,80,1042,211777.5215,None,116.5650512,104.002678,795.9306052,617.7890144,56.22693269,High,1/20/2022 15:16:31,179,0
0,T1,110,312,-7,77,1043,211820.5163,None,108.4349488,73.55023538,-708.2819929,189.0950151,59.38921035,High,1/20/2022 15:16:31,222,0
0,T1,109,310,-8,75,1044,211863.5198,None,116.5650512,51.99734853,-501.1891323,189.0567594,61.62527833,High,1/20/2022 15:16:31,265,0
0,T1,110,307,-7,72,1045,211906.5202,None,71.56505118,73.54065684,501.0025094,1046.501893,64.78755599,High,1/20/2022 15:16:31,308,0
0,T1,110,306,-7,71,1046,211949.4909,None,90,23.27167116,-1169.843304,429.0120669,65.78755599,High,1/20/2022 15:16:31,351,0
0,T1,110,303,-7,68,1047,211992.5022,None,90,69.74911244,1080.586759,0,68.78755599,High,1/20/2022 15:16:31,394,0
0,T1,110,300,-7,65,1048,212035.4972,None,90,69.7755553,0.615021621,0,71.78755599,High,1/20/2022 15:16:31,437,0
0,T1,111,300,-6,65,1049,212078.5346,None,0,23.23560438,-1081.383887,2091.204394,72.78755599,High,1/20/2022 15:16:31,481,0
0,T1,111,299,-6,64,1050,212122.4987,None,90,22.74583126,-11.14029682,2047.124813,73.78755599,High,1/20/2022 15:16:31,525,0
0,T1,111,299,-6,64,1051,212166.5337,None,0,0,-516.5398265,2043.828773,73.78755599,High,1/20/2022 15:16:31,568,0
0,T1,110,298,-7,63,1052,212209.5246,None,135,32.89564913,765.177029,3140.199438,75.20176955,High,1/20/2022 15:16:31,611,0
0,T1,111,297,-6,62,1053,212252.5197,None,45,32.8924357,-0.074739437,2093.26179,76.61598311,High,1/20/2022 15:16:31,655,0
0,T1,110,297,-7,62,1054,212296.4747,None,180,22.75054033,-230.7335998,3071.322944,77.61598311,High,1/20/2022 15:16:31,699,0
0,T1,110,295,-7,60,1055,212340.5069,None,90,45.42130532,514.8678692,2043.958739,79.61598311,High,1/20/2022 15:16:31,743,0
0,T1,109,292,-8,57,1056,212384.4744,None,108.4349488,71.92307182,602.7580941,419.2858094,82.77826077,High,1/20/2022 15:16:31,787,0
0,T1,109,289,-8,54,1057,212428.532,None,90,68.09267868,-86.9405765,418.4283489,85.77826077,High,1/20/2022 15:16:31,831,0
0,T1,110,287,-7,52,1058,212472.4838,None,63.43494882,50.87545851,-391.7295802,604.4132704,88.01432875,High,1/20/2022 15:16:31,876,0
0,T1,109,284,-8,49,1059,212517.5154,None,108.4349488,70.22352437,429.6553056,999.2982705,91.17660641,High,1/20/2022 15:16:31,920,0
0,T1,110,281,-7,46,1060,212561.4709,None,71.56505118,71.94270706,39.11189013,838.8005516,94.33888407,High,1/20/2022 15:16:31,963,0
0,T1,110,277,-7,42,1061,212605.5105,None,90,90.8273463,428.8104169,418.5993702,98.33888407,High,1/20/2022 15:16:32,7,0
0,T1,110,275,-7,40,1062,212649.4692,None,90,45.49725083,-1031.197362,0,100.3388841,High,1/20/2022 15:16:32,51,0
0,T1,110,275,-7,40,1063,212692.5016,None,0,0,-1057.278953,2091.447375,100.3388841,High,1/20/2022 15:16:32,94,0
0,T1,111,275,-6,40,1064,212736.4701,None,0,22.74355505,517.2692961,0,101.3388841,High,1/20/2022 15:16:32,138,0
0,T1,111,273,-6,38,1065,212779.5245,None,90,46.45285964,550.6824992,2090.378684,103.3388841,High,1/20/2022 15:16:32,181,0
0,T1,112,271,-5,36,1066,212822.5079,None,63.43494882,52.02166365,129.5570852,618.0304763,105.574952,High,1/20/2022 15:16:32,224,0
0,T1,113,268,-4,33,1067,212865.4668,None,71.56505118,73.61170002,502.5742365,189.2530385,108.7372297,High,1/20/2022 15:16:32,267,0
0,T1,112,266,-5,31,1068,212908.4731,None,116.5650512,51.99396315,-502.6644206,1046.358324,110.9732977,High,1/20/2022 15:16:32,310,0
0,T1,111,263,-6,28,1069,212951.4894,None,108.4349488,73.5134742,500.2641103,189.0005034,114.1355753,High,1/20/2022 15:16:32,353,0
0,T1,111,263,-6,28,1070,212994.5225,None,0,0,-1708.300685,2519.803333,114.1355753,High,1/20/2022 15:16:32,396,0
0,T1,112,264,-5,29,1071,213037.5366,None,315,32.8779066,764.3518428,7323.180074,115.5497889,High,1/20/2022 15:16:32,439,0
