ObjectID,Name,X,Y,RelX,RelY,Frame,MSec,Region,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator
0,T1,107,341,-10,106,1469,146309.0105,None,0,0,0,0,0,High,1/18/2022 11:39:38,903,0
0,T1,107,338,-10,103,1470,146373.3334,None,0,0,0,0,0,High,1/18/2022 11:39:38,965,0
0,T1,107,331,-10,96,1471,146436.7143,None,90,110.443367,1742.533902,1419.986147,7,High,1/18/2022 11:39:39,29,0
0,T1,108,330,-9,95,1472,146500.359,None,45,22.2204451,-1386.178612,707.0502336,8.414213562,High,1/18/2022 11:39:39,94,0
0,T1,108,326,-9,91,1473,146564.8425,None,90,62.03137237,617.3816134,697.8529391,12.41421356,High,1/18/2022 11:39:39,157,0
0,T1,108,321,-9,86,1474,146628.622,None,90,78.3950956,256.5671295,0,17.41421356,High,1/18/2022 11:39:39,221,0
0,T1,109,315,-8,80,1475,146692.3324,None,80.53767779,95.47518977,268.0895767,148.5208413,23.49697609,High,1/18/2022 11:39:39,286,0
0,T1,108,310,-9,75,1476,146758.1126,None,101.3099325,77.51602327,-273.0178155,315.7827839,28.59599561,High,1/18/2022 11:39:39,352,0
0,T1,108,305,-9,70,1477,146822.9603,None,90,77.10373691,-6.357763738,174.4076116,33.59599561,High,1/18/2022 11:39:39,415,0
0,T1,108,299,-9,64,1478,146886.6855,None,90,94.15427492,267.5635072,0,39.59599561,High,1/18/2022 11:39:39,480,0
0,T1,108,294,-9,59,1479,146952.1236,None,90,76.40808642,-271.1904609,0,44.59599561,High,1/18/2022 11:39:39,545,0
0,T1,108,288,-9,53,1480,147015.8422,None,90,94.16402746,278.6618199,0,50.59599561,High,1/18/2022 11:39:39,609,0
0,T1,108,282,-9,47,1481,147080.9045,None,90,92.21930365,-29.8901792,0,56.59599561,High,1/18/2022 11:39:39,673,0
0,T1,108,278,-9,43,1482,147145.6188,None,90,61.81014088,-469.8986587,0,60.59599561,High,1/18/2022 11:39:39,738,0
0,T1,108,272,-9,37,1483,147209.9576,None,90,93.25632433,488.7592472,0,66.59599561,High,1/18/2022 11:39:39,801,0
0,T1,108,270,-9,35,1484,147272.8899,None,90,31.78018283,-976.8615083,0,68.59599561,High,1/18/2022 11:39:39,865,0
0,T1,108,269,-9,34,1485,147337.434,None,90,15.49328289,-252.3375482,0,69.59599561,High,1/18/2022 11:39:39,930,0
0,T1,109,266,-8,31,1486,147401.5341,None,71.56505118,49.33342788,527.9265553,287.5962568,72.75827327,High,1/18/2022 11:39:39,995,0
0,T1,110,263,-7,28,1487,147465.9256,None,71.56505118,49.11017231,-3.467158982,0,75.92055093,High,1/18/2022 11:39:40,59,0
0,T1,110,259,-7,24,1488,147530.0485,None,90,62.3802105,206.946944,287.493997,79.92055093,High,1/18/2022 11:39:40,123,0
