ObjectID,Name,X,Y,RelX,RelY,Frame,MSec,Region,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator
0,T1,115,347,-1,112,451,68300.2674,None,0,0,0,0,0,High,1/19/2022 10:23:20,592,0
0,T1,116,346,0,111,452,68353.4682,None,0,0,0,0,0,High,1/19/2022 10:23:20,636,0
0,T1,116,344,0,109,453,68397.7741,None,90,45.14071489,1018.842071,2031.33217,2,High,1/19/2022 10:23:20,683,0
0,T1,115,342,-1,107,454,68443.6067,None,116.5650512,48.78771829,79.57225645,579.6103904,4.236067977,High,1/19/2022 10:23:20,727,0
0,T1,114,336,-2,101,455,68488.0886,None,99.46232221,136.7469135,1977.415425,384.4873751,10.31883051,High,1/19/2022 10:23:20,771,0
0,T1,113,333,-3,98,456,68532.4198,None,108.4349488,71.33300385,-1475.572726,202.3998136,13.48110817,High,1/19/2022 10:23:20,816,0
0,T1,112,329,-4,94,457,68577.1979,None,104.0362435,92.07861936,463.2982532,98.23340774,17.60421379,High,1/19/2022 10:23:20,861,0
0,T1,112,325,-4,90,458,68622.0468,None,90,89.18836359,-64.44429556,312.9673965,21.60421379,High,1/19/2022 10:23:20,906,0
0,T1,111,318,-5,83,459,68666.8978,None,98.13010235,157.6568596,1526.5768,181.2691435,28.67528161,High,1/19/2022 10:23:20,951,0
0,T1,111,314,-5,79,460,68711.7492,None,90,89.18339227,-1526.674025,181.2675269,32.67528161,High,1/19/2022 10:23:20,997,0
0,T1,110,307,-6,72,461,68757.7122,None,98.13010235,153.8426084,1406.766664,176.8836315,39.74634942,High,1/19/2022 10:23:21,42,0
0,T1,111,304,-5,69,462,68802.6618,None,71.56505118,70.35163072,-1857.435388,590.9963866,42.90862708,High,1/19/2022 10:23:21,88,0
0,T1,111,300,-5,65,463,68848.9054,None,90,86.498456,349.1688641,398.6486524,46.90862708,High,1/19/2022 10:23:21,132,0
0,T1,112,297,-4,62,464,68893.7596,None,71.56505118,70.50126098,-356.6487648,410.9971602,50.07090474,High,1/19/2022 10:23:21,179,0
0,T1,112,293,-4,58,465,68940.1433,None,90,86.23719108,339.2556028,397.4445511,54.07090474,High,1/19/2022 10:23:21,223,0
0,T1,113,291,-3,56,466,68984.4631,None,63.43494882,50.453025,-807.4081128,599.3946538,56.30697272,High,1/19/2022 10:23:21,270,0
0,T1,114,285,-2,50,467,69030.6635,None,80.53767779,131.6603867,1757.719884,370.1857337,62.38973525,High,1/19/2022 10:23:21,316,0
0,T1,115,282,-1,47,468,69076.6375,None,71.56505118,68.78404446,-1367.650025,195.1674123,65.55201291,High,1/19/2022 10:23:21,362,0
0,T1,115,278,-1,43,469,69123.0869,None,90,86.11521354,373.1193316,396.8823886,69.55201291,High,1/19/2022 10:23:21,407,0
0,T1,114,277,-2,42,470,69168.9583,None,135,30.82996295,-1205.222657,981.0034139,70.96622647,High,1/19/2022 10:23:21,452,0
0,T1,113,275,-3,40,471,69212.4233,None,116.5650512,51.44525429,474.2963611,424.1331835,73.20229445,High,1/19/2022 10:23:21,496,0
0,T1,111,271,-5,36,472,69256.8113,None,116.5650512,100.7510128,1110.79027,0,77.6744304,High,1/19/2022 10:23:21,541,0
0,T1,111,270,-5,35,473,69301.9859,None,90,22.13633325,-1740.240744,588.0528256,78.6744304,High,1/19/2022 10:23:21,585,0
0,T1,112,270,-4,35,474,69346.3275,None,0,22.55218576,9.378383022,2029.696718,79.6744304,High,1/19/2022 10:23:21,630,0
0,T1,112,270,-4,35,475,69391.8649,None,0,0,-495.2453534,0,79.6744304,High,1/19/2022 10:23:21,675,0
0,T1,111,267,-5,32,476,69435.8881,None,108.4349488,71.83207173,1631.686741,2463.131913,82.83670806,High,1/19/2022 10:23:21,719,0
0,T1,110,266,-6,31,477,69480.2372,None,135,31.88821334,-900.6689738,598.9986533,84.25092162,High,1/19/2022 10:23:21,764,0
0,T1,111,263,-5,28,478,69525.0932,None,71.56505118,70.49843187,860.759286,1414.19094,87.41319928,High,1/19/2022 10:23:21,809,0
0,T1,111,263,-5,28,479,69570.0001,None,0,0,-1569.879726,1593.631517,87.41319928,High,1/19/2022 10:23:21,853,0
0,T1,112,262,-4,27,480,69613.8587,None,45,32.24484052,735.1999498,1026.024543,88.82741285,High,1/19/2022 10:23:21,898,0
0,T1,112,261,-4,26,481,69658.6421,None,90,22.32970252,-221.4020819,1004.836614,89.82741285,High,1/19/2022 10:23:21,943,0
0,T1,112,258,-4,23,482,69703.4919,None,90,66.88993039,993.5435134,0,92.82741285,High,1/19/2022 10:23:21,987,0
