ObjectID,Name,X,Y,RelX,RelY,Frame,MSec,Region,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType
0,T2,183,778,9,332,1,0,None,-1,0,0,0,0,High,2/26/2022 18:05:07,458,0,1,One
0,T3,255,768,-1,322,1,0,None,-1,0,0,0,0,High,2/26/2022 18:05:07,458,0,1,One
0,T5,449,789,25,343,1,0,None,-1,0,0,0,0,High,2/26/2022 18:05:07,458,0,1,One
0,T6,522,801,12,355,1,0,None,-1,0,0,0,0,High,2/26/2022 18:05:07,458,0,1,One
0,T8,662,851,-21,405,1,0,None,-1,0,0,0,0,High,2/26/2022 18:05:07,458,0,1,One
0,T14,1189,731,-2,285,1,0,None,-1,0,0,0,0,High,2/26/2022 18:05:07,458,0,1,One
0,T2,184,773,10,327,2,78.1889,None,78.69006753,65.21410985,834.058413,1019.199241,5.099019514,High,2/26/2022 18:05:07,521,0,1,One
0,T3,255,755,-1,309,2,78.1889,None,90,166.2640093,2126.440062,1163.848065,13,High,2/26/2022 18:05:07,521,0,1,One
0,T5,449,781,25,335,2,78.1889,None,90,102.3163134,1308.5785,1163.848065,8,High,2/26/2022 18:05:07,521,0,1,One
0,T6,521,799,11,353,2,78.1889,None,116.5650512,28.59827901,365.7588099,1503.602828,2.236067977,High,2/26/2022 18:05:07,521,0,1,One
0,T8,662,846,-21,400,2,78.1889,None,90,63.9476959,817.8615622,1163.848065,5,High,2/26/2022 18:05:07,521,0,1,One
0,T14,1188,730,-3,284,2,78.1889,None,135,18.08713977,231.3261827,1739.377328,1.414213562,High,2/26/2022 18:05:07,521,0,1,One
0,T2,184,769,10,323,3,140.6276,None,-1,64.06283283,-18.43851686,1276.292868,9.099019514,High,2/26/2022 18:05:07,583,0,1,One
0,T3,258,740,2,294,3,140.6276,None,-1,244.993226,1260.904161,1457.429447,28.29705854,High,2/26/2022 18:05:07,583,0,1,One
0,T5,448,771,24,325,3,140.6276,None,-1,160.9558755,939.1541147,1457.429447,18.04987562,High,2/26/2022 18:05:07,583,0,1,One
0,T6,521,798,11,352,3,140.6276,None,-1,16.01570821,-201.5187824,1882.887555,3.236067977,High,2/26/2022 18:05:07,583,0,1,One
0,T8,660,838,-23,392,3,140.6276,None,-1,132.0689132,1091.009539,1457.429447,13.24621125,High,2/26/2022 18:05:07,583,0,1,One
0,T12,1040,855,12,409,3,140.6276,None,-1,0,0,0,0,High,2/26/2022 18:05:07,583,0,1,One
0,T14,1188,727,-3,281,3,140.6276,None,-1,48.04712462,479.8303753,2178.136316,4.414213562,High,2/26/2022 18:05:07,583,0,1,One
0,T2,186,763,12,317,4,203.1697,None,71.56505118,101.1247675,592.5917847,1160.259268,15.42357483,High,2/26/2022 18:05:07,646,0,1,One
0,T3,258,723,2,277,4,203.1697,None,90,271.8169041,428.8899497,1455.019899,45.29705854,High,2/26/2022 18:05:07,646,0,1,One
0,T5,443,778,19,332,4,203.1697,None,225,137.5445543,-374.3289912,3613.565902,26.65220089,High,2/26/2022 18:05:07,646,0,1,One
0,T6,513,812,3,366,4,203.1697,None,225,257.8185813,3866.24167,3613.565902,19.36058347,High,2/26/2022 18:05:07,646,0,1,One
0,T8,661,829,-22,383,4,203.1697,None,83.65980825,144.7886326,203.3785143,1353.645117,22.30159639,High,2/26/2022 18:05:07,646,0,1,One
0,T10,851,821,-5,375,4,203.1697,None,-1,0,0,0,0,High,2/26/2022 18:05:07,646,0,1,One
0,T12,1040,852,12,406,4,203.1697,None,90,47.96768896,766.9663949,1455.019899,3,High,2/26/2022 18:05:07,646,0,1,One
0,T14,1187,721,-4,275,4,203.1697,None,99.46232221,97.25868703,786.8549731,1606.315141,10.49697609,High,2/26/2022 18:05:07,646,0,1,One
0,T2,184,755,10,309,5,265.6675,None,-1,131.9440244,493.1254695,1161.081689,23.66978609,High,2/26/2022 18:05:07,708,0,1,One
0,T3,263,708,7,262,5,265.6675,None,-1,252.9911181,-301.2231796,1456.051253,61.10844684,High,2/26/2022 18:05:07,708,0,1,One
0,T5,447,780,23,334,5,265.6675,None,-1,71.55669408,-1055.842929,3616.127288,31.12433684,High,2/26/2022 18:05:07,708,0,1,One
0,T6,519,795,9,349,5,265.6675,None,-1,288.4542556,490.1880431,3616.127288,37.38833985,High,2/26/2022 18:05:07,708,0,1,One
