ObjectID,Name,X,Y,RelX,RelY,Frame,MSec,Region,Direction,Speed,Acceleration,AngularSpeed,TotalDistance,DataQuality,Time,Millisec,Indicator,NObjects,BlobType
0,T1,113,839,21,393,1,0,None,-1,0,0,0,0,High,2/26/2022 17:59:50,796,0,1,One
0,T2,196,852,24,406,1,0,None,-1,0,0,0,0,High,2/26/2022 17:59:50,796,0,1,One
0,T3,257,717,3,271,1,0,None,-1,0,0,0,0,High,2/26/2022 17:59:50,796,0,1,One
0,T5,424,764,2,318,1,0,None,-1,0,0,0,0,High,2/26/2022 17:59:50,796,0,1,One
0,T8,699,854,18,408,1,0,None,-1,0,0,0,0,High,2/26/2022 17:59:50,796,0,1,One
0,T10,851,657,-4,211,1,0,None,-1,0,0,0,0,High,2/26/2022 17:59:50,796,0,1,One
0,T12,1038,849,12,403,1,0,None,-1,0,0,0,0,High,2/26/2022 17:59:50,796,0,1,One
0,T13,1106,837,-4,391,1,0,None,-1,0,0,0,0,High,2/26/2022 17:59:50,796,0,1,One
0,T1,112,838,20,392,2,78.1644,None,135,18.09280903,231.4712201,1739.922522,1.414213562,High,2/26/2022 17:59:50,858,0,1,One
0,T2,197,851,25,405,2,78.1644,None,45,18.09280903,231.4712201,588.5032061,1.414213562,High,2/26/2022 17:59:50,858,0,1,One
0,T3,258,711,4,265,2,78.1644,None,80.53767779,77.82011415,995.5953624,1043.156191,6.08276253,High,2/26/2022 17:59:50,858,0,1,One
0,T5,426,758,4,312,2,78.1644,None,71.56505118,80.9135018,1035.170766,928.3644623,6.32455532,High,2/26/2022 17:59:50,858,0,1,One
0,T8,700,852,19,406,2,78.1644,None,63.43494882,28.60724291,365.9881341,824.3516079,2.236067977,High,2/26/2022 17:59:50,858,0,1,One
0,T10,852,641,-3,195,2,78.1644,None,86.42366563,205.096176,2623.907764,1118.458859,16.03121954,High,2/26/2022 17:59:50,858,0,1,One
0,T12,1039,846,13,400,2,78.1644,None,71.56505118,40.4567509,517.5853829,928.3644623,3.16227766,High,2/26/2022 17:59:50,858,0,1,One
0,T13,1106,834,-4,388,2,78.1644,None,90,38.38064387,491.0246081,1164.212864,3,High,2/26/2022 17:59:50,858,0,1,One
0,T1,112,838,20,392,3,140.6638,None,-1,0,-289.4877236,2176.02089,1.414213562,High,2/26/2022 17:59:50,921,0,1,One
